base,ano_de,ano_ate,posicao,header_arquivo,chave_normalizada,nome_canonico,tipo,separador,decimal,aspas,nulos,encoding
RAIS_VINCULOS,2020,2022,28,Natureza Jurídica,natureza_juridica,natureza_juridica,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,29,Ind Portador Defic,ind_portador_defic,ind_portador_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,30,Qtd Dias Afastamento,qtd_dias_afastamento,qtd_dias_afastamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,31,Raça Cor,raca_cor,raca_cor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,32,Regiões Adm DF,regioes_adm_df,regiao_adm_df,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,33,Vl Remun Dezembro Nom,vl_remun_dezembro_nom,remun_dez_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,34,Vl Remun Dezembro (SM),vl_remun_dezembro_sm,remun_dez_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,35,Vl Remun Média Nom,vl_remun_media_nom,remun_media_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,36,Vl Remun Média (SM),vl_remun_media_sm,remun_media_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,37,CNAE 2.0 Subclasse,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,38,Sexo Trabalhador,sexo_trabalhador,sexo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,39,Tamanho Estabelecimento,tamanho_estabelecimento,tamanho_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,41,Tipo Admissão,tipo_admissao,tipo_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,42,Tipo Estab,tipo_estab,tipo_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,43,Tipo Estab,tipo_estab,tipo_estab_nome,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,44,Tipo Defic,tipo_defic,tipo_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,45,Tipo Vínculo,tipo_vinculo,tipo_vinculo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,46,IBGE Subsetor,ibge_subsetor,ibge_subsetor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,47,Vl Rem Janeiro SC,vl_rem_janeiro_sc,remun_janeiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,48,Vl Rem Fevereiro SC,vl_rem_fevereiro_sc,remun_fevereiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,49,Vl Rem Março SC,vl_rem_marco_sc,remun_marco_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,50,Vl Rem Abril SC,vl_rem_abril_sc,remun_abril_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,51,Vl Rem Maio SC,vl_rem_maio_sc,remun_maio_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,52,Vl Rem Junho SC,vl_rem_junho_sc,remun_junho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,53,Vl Rem Julho SC,vl_rem_julho_sc,remun_julho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,54,Vl Rem Agosto SC,vl_rem_agosto_sc,remun_agosto_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,55,Vl Rem Setembro SC,vl_rem_setembro_sc,remun_setembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,56,Vl Rem Outubro SC,vl_rem_outubro_sc,remun_outubro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,57,Vl Rem Novembro SC,vl_rem_novembro_sc,remun_novembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,58,Ano Chegada Brasil,ano_chegada_brasil,ano_chegada_brasil,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,59,Ind Trab Intermitente,ind_trab_intermitente,ind_trab_intermitente,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,60,Ind Trab Parcial,ind_trab_parcial,ind_trab_parcial,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2023,2025,1,Bairros SP - Código,bairros_sp,bairro_sp,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,2,Bairros Fortaleza - Código,bairros_fortaleza,bairro_fortaleza,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,3,Bairros RJ - Código,bairros_rj,bairro_rj,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,4,Causa Afastamento 1 - Código,causa_afastamento_1,causa_afastamento_1,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,5,Causa Afastamento 2 - Código,causa_afastamento_2,causa_afastamento_2,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,6,Causa Afastamento 3 - Código,causa_afastamento_3,causa_afastamento_3,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,7,Motivo Desligamento - Código,motivo_desligamento,motivo_desligamento,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,8,CBO 2002 Ocupação - Código,cbo_2002_ocupacao,cbo_2002,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,9,CNAE 2.0 Classe - Código,cnae_2_0_classe,cnae20_classe,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,10,CNAE 95 Classe - Código,cnae_95_classe,cnae95_classe,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,11,Distritos SP - Código,distritos_sp,distrito_sp,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,12,Ind Vínculo Ativo 31/12 - Código,ind_vinculo_ativo_31_12,vinculo_ativo_3112,BOOLEAN,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,13,Faixa Etária - Código,faixa_etaria,faixa_etaria,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,14,Faixa Rem Média (SM) - Código,faixa_rem_media_sm,faixa_remun_media_sm,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,15,Faixa Hora Contrat - Código,faixa_hora_contrat,faixa_hora_contrat,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,16,Faixa Rem Dez (SM) - Código,faixa_rem_dez_sm,faixa_remun_dez_sm,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,17,Faixa Tempo Emprego - Código,faixa_tempo_emprego,faixa_tempo_emprego,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,18,Escolaridade Após 2005 - Código,escolaridade_apos_2005,grau_instrucao,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,19,Qtd Hora Contr,qtd_hora_contr,qtd_hora_contr,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,20,Idade,idade,idade,SMALLINT,",",.,"""",999997|999999,cp1252
RAIS_VINCULOS,2023,2025,21,Ind CEI Vinculado - Código,ind_cei_vinculado,ind_cei_vinculado,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,22,Ind Estabelecimento Participante SIMPLES - Código,ind_estabelecimento_participante_simples,ind_simples,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,23,Mês Admissão - Código,mes_admissao,mes_admissao,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,24,Mês Desligamento - Código,mes_desligamento,mes_desligamento,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,25,Município Trab - Código,municipio_trab,mun_trab,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,26,Município - Código,municipio,municipio,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,27,Nacionalidade - Código,nacionalidade,nacionalidade,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,28,Natureza Jurídica - Código,natureza_juridica,natureza_juridica,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,29,Ind Portador Defic - Código,ind_portador_defic,ind_portador_defic,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,30,Qtd Dias Afastamento,qtd_dias_afastamento,qtd_dias_afastamento,SMALLINT,",",.,"""",999997|999999,cp1252
RAIS_VINCULOS,2023,2025,31,Raça Cor - Código,raca_cor,raca_cor,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,32,Região Adm DF - Código,regiao_adm_df,regiao_adm_df,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,33,Vl Rem Dezembro Nom,vl_rem_dezembro_nom,remun_dez_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,34,Vl Rem Dezembro (SM),vl_rem_dezembro_sm,remun_dez_sm,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,35,Vl Rem Média Nom,vl_rem_media_nom,remun_media_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,36,Vl Rem Média (SM),vl_rem_media_sm,remun_media_sm,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,37,CNAE 2.0 Subclasse - Codigo,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,38,Sexo - Código,sexo,sexo,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,39,Tamanho Estabelecimento - Código,tamanho_estabelecimento,tamanho_estab,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,41,Tipo Admissão Trabalhador - Código,tipo_admissao_trabalhador,tipo_admissao,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,42,Tipo Estabelecimento - Código,tipo_estabelecimento,tipo_estab,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,43,Tipo Estabelecimento - Nome,tipo_estabelecimento_nome,tipo_estab_nome,VARCHAR,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,44,Tipo Deficiência - Código,tipo_deficiencia,tipo_defic,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,45,Tipo Vínculo - Código,tipo_vinculo,tipo_vinculo,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,46,IBGE Subsetor - Código,ibge_subsetor,ibge_subsetor,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,47,Vl Rem Janeiro SC,vl_rem_janeiro_sc,remun_janeiro_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,48,Vl Rem Fevereiro SC,vl_rem_fevereiro_sc,remun_fevereiro_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,49,Vl Rem Março SC,vl_rem_marco_sc,remun_marco_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,50,Vl Rem Abril SC,vl_rem_abril_sc,remun_abril_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,51,Vl Rem Maio SC,vl_rem_maio_sc,remun_maio_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,52,Vl Rem Junho SC,vl_rem_junho_sc,remun_junho_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,53,Vl Rem Julho SC,vl_rem_julho_sc,remun_julho_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,54,Vl Rem Agosto SC,vl_rem_agosto_sc,remun_agosto_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,55,Vl Rem Setembro SC,vl_rem_setembro_sc,remun_setembro_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,56,Vl Rem Outubro SC,vl_rem_outubro_sc,remun_outubro_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,57,Vl Rem Novembro SC,vl_rem_novembro_sc,remun_novembro_nom,DOUBLE,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,58,Ano Chegada Brasil,ano_chegada_brasil,ano_chegada_brasil,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,59,Ind Trabalho Intermitente - Código,ind_trabalho_intermitente,ind_trab_intermitente,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,60,Ind Trabalho Parcial - Código,ind_trabalho_parcial,ind_trab_parcial,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,61,Ind Vínculo Abandonado - Código,ind_vinculo_abandonado,ind_vinculo_abandonado,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
RAIS_VINCULOS,2023,2025,62,Categoria Trabalhador - Código,categoria_trabalhador,categoria_trabalhador,SMALLINT,",",.,"""",999997|999999|999|99|9997|9999,cp1252
